t,active_size,active_centroid_depth,pocket_size,pocket_centroid_depth,jaccard_prev,active_jaccard_prev
0,10,1.0,39,1.564102564102564,nan,nan
1,36,2.611111111111111,55,2.1818181818181817,0.7090909090909091,0.2777777777777778
2,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
3,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
4,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
5,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
6,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
7,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
8,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
9,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
10,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
11,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
12,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
13,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
14,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
15,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
16,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
17,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
18,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
19,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
20,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
21,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
22,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
23,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
24,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
25,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
26,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
27,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
28,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
29,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
30,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
31,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
32,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
33,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
34,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
35,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
36,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
37,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
38,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
39,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
40,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
41,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
42,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
43,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
44,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
45,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
46,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
47,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
48,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
49,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
50,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
51,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
52,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
53,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
54,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
55,36,2.611111111111111,55,2.1818181818181817,1.0,1.0
