id,order,nodes,edges,loss
368,2,12,9,0.0
369,2,12,12,0.0
370,2,12,12,0.0
371,2,12,14,0.0
372,2,12,14,0.0
373,1,12,17,0.0
374,2,12,12,0.0
375,2,12,12,0.0
376,1,12,11,0.0
377,2,12,14,0.0
378,1,12,10,0.0
379,2,12,11,0.0
380,2,12,11,0.0
381,2,12,16,0.0
382,2,12,11,0.0
383,2,12,14,0.0
384,2,12,20,0.0
385,2,12,11,0.0
386,1,12,15,0.0
387,2,12,12,0.0
388,2,12,16,0.0
389,1,12,12,0.0
390,2,12,16,0.0
391,2,12,16,0.0
392,2,12,15,0.0
393,2,12,12,0.0
394,2,12,18,0.0
395,2,12,16,0.0
396,2,12,14,0.0
397,2,12,16,0.0
398,2,12,10,0.0
399,1,12,14,0.0
400,2,12,19,0.0
401,2,12,11,0.0
402,1,12,11,0.0
403,2,12,13,0.0
404,1,12,14,0.0
405,2,12,12,0.0
406,2,12,15,0.0
407,2,12,7,0.0
408,2,12,13,0.0
409,2,12,15,0.0
410,2,12,18,0.0
411,2,12,9,0.0
412,2,12,14,0.0
413,1,12,14,0.0
414,2,12,15,0.0
415,2,12,13,0.0
416,2,12,15,0.0
417,2,12,12,0.0
418,2,12,11,0.0
419,1,12,13,0.0
420,2,12,22,0.0
421,2,12,13,0.0
422,2,12,10,0.0
423,1,12,15,0.0
424,2,12,15,0.0
425,1,12,13,0.0
426,2,12,16,0.0
427,2,12,16,0.0
428,1,12,12,0.0
429,2,12,10,0.0
430,2,12,11,0.0
431,2,12,14,0.0
432,2,12,12,0.0
433,1,12,16,0.0
434,2,12,11,0.0
435,2,12,10,0.0
436,2,12,14,0.0
437,1,12,19,0.0
438,2,12,18,0.0
439,2,12,14,0.0
440,2,12,15,0.0
441,2,12,12,0.0
442,2,12,17,0.0
443,2,12,13,0.0
444,2,12,15,0.0
445,2,12,13,0.0
446,2,12,16,0.0
447,1,12,13,0.0
448,1,12,11,0.0
449,2,12,19,0.0
450,2,12,14,0.0
451,2,12,13,0.0
452,2,12,15,0.0
453,2,12,15,0.0
454,2,12,14,0.0
455,2,12,14,0.0
456,2,12,15,0.0
457,2,12,17,0.0
458,2,12,9,0.0
459,2,12,17,0.0
460,2,12,12,0.0
461,1,12,15,0.0
462,2,12,19,0.0
463,1,12,15,0.0
464,2,12,14,0.0
465,2,12,15,0.0
466,2,12,17,0.0
467,1,12,18,0.0
468,2,12,9,0.0
469,2,12,15,0.0
470,2,12,15,0.0
471,2,12,10,0.0
472,2,12,20,0.0
473,2,12,10,0.0
474,2,12,11,0.0
475,1,12,13,0.0
476,2,12,12,0.0
477,1,12,12,0.0
478,2,12,16,0.0
479,2,12,12,0.0
480,2,12,10,0.0
481,1,12,12,0.0
482,2,12,15,0.0
483,2,12,12,0.0
484,1,12,11,0.0
485,2,12,13,0.0
486,2,12,15,0.0
487,1,12,12,0.0
488,2,12,8,0.0
489,1,12,14,0.0
490,1,12,16,0.0
491,2,12,14,0.0
492,1,12,12,0.0
493,2,12,14,0.0
494,2,12,19,0.0
495,1,12,13,0.0
496,2,12,14,0.0
497,1,12,10,0.0
498,2,12,11,0.0
499,1,12,16,0.0
